ID,Group_code,Time_text,Time_code,DOB,Age_years,Gender_text,Gender_code,Hispanic_text,Hispanic_code,Hispanic_dummy,Race_text,Race_White,Race_Black,Race_Asian,Race_AIAN,Race_NHPI,Race_Other,Year_text,Year_code,Major_text,Major_code,Familiar_SchoolPsych_text,Familiar_SchoolPsych,Courses_text,Courses,Know_SchoolPsych_text,Know_SchoolPsych,Interest_SchoolPsych_text,Interest_SchoolPsych,Appeal_text,Appeal_MentalHealth,Appeal_Academics,Appeal_Intervention,Appeal_Assessment,Appeal_children,Appeal_Other,Interest_change_text,Interest_change,Info_SchoolPsych_text,Info_SchoolPsych,Familiar_PosPsych_text,Familiar_PosPsych,Practice_PosPsych_text,Practice_PosPsych,Continue_PosPsych_text,Continue_PosPsych,SWLS_1,SWLS_2,SWLS_3,SWLS_4,SWLS_5,PANAS_Pos1,PANAS_Pos2,PANAS_Pos3,PANAS_Pos4,PANAS_Pos5,PANAS_Pos6,PANAS_Pos7,PANAS_Pos8,PANAS_Pos9,PANAS_Pos10,PANAS_Neg1,PANAS_Neg2,PANAS_Neg3,PANAS_Neg4,PANAS_Neg5,PANAS_Neg6,PANAS_Neg7,PANAS_Neg8,PANAS_Neg9,PANAS_Neg10,CSSWQ_1,CSSWQ_2,CSSWQ_3,CSSWQ_4,CSSWQ_5,CSSWQ_6,CSSWQ_7,CSSWQ_8,CSSWQ_9,CSSWQ_10,CSSWQ_11,CSSWQ_12,CSSWQ_13,CSSWQ_14,CSSWQ_15,CSSWQ_16,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,uniqueid
52M,1,mid,2,10/29/2002,22.39,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Senior,4,Mechanical Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,3,6,4,3,4,4,5,2,5,4,4,3,2,1,1,2,1,2,1,2,2,1,6,7,6,7,6,7,6,7,7,7,5,7,6,6,6,6,4,4,4,4,1,4,4,3,3,4,5,5,52
52P,1,post,3,10/29/2002,22.39,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Senior,4,Mechanical Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,6,4,4,5,4,5,4,4,4,4,5,4,1,2,2,2,2,1,2,1,1,6,6,4,7,6,6,6,6,6,6,5,7,7,6,5,6,4,4,4,5,3,4,4,2,2,5,4,5,52
53,0,pre,1,10/28/2004,20.39,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,psychology,1,I know some general information,3,NA,NA,No,0,Not interested at all,1,"Working with children and adolescents, Supporting mental health in school environments",1,0,0,0,1,0,NA,NA,No,0,I have limited knowledge,2,Ocassionally,2,NA,NA,5,5,6,7,5,5,3,1,3,2,3,5,3,4,3,1,2,3,2,1,1,1,3,1,3,6,7,5,7,6,7,6,7,3,7,3,7,6,7,6,7,1,4,3,1,3,3,4,2,1,4,2,4,53
53M,0,mid,2,10/28/2004,20.39,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,2,2,1,3,3,1,1,4,3,2,1,3,1,1,1,1,1,5,4,1,6,7,6,7,6,7,6,7,6,7,4,6,6,6,4,6,2,4,4,4,4,3,5,2,4,4,2,2,53
53P,0,post,3,10/28/2004,20.39,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,psychology,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,3,2,2,1,3,1,1,1,4,3,4,4,3,1,1,1,3,1,4,1,2,5,6,5,7,7,6,6,7,6,7,6,7,5,7,7,7,2,4,4,4,4,2,5,1,3,2,2,3,53
54,1,pre,1,09/17/2003,21.51,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,elemetnary and special education,2,I know some general information,3,NA,NA,No,0,Slightly interested,2,"Working with children and adolescents, Supporting mental health in school environments, Enhancing academic achievement and learning outcomes, Developing and implementing intervention programs",1,1,1,0,1,0,NA,NA,No,0,I have limited knowledge,2,Ocassionally,2,NA,NA,6,5,6,6,7,3,3,1,2,5,2,1,2,2,1,5,5,1,1,4,5,1,4,4,1,6,7,7,7,7,7,6,6,7,7,6,7,6,6,6,7,1,3,3,1,3,2,3,2,1,3,2,3,54
54M,1,mid,2,09/17/2003,21.51,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,elemetnary and special education,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,7,6,4,3,1,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,2,2,3,2,4,2,3,2,1,2,2,3,54
54P,1,post,3,09/17/2003,21.51,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,elemetnary and special education,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
55,0,pre,1,03/24/2005,19.99,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Sophmore,2,Mechanical Engineering,3,I have heard of it but know very little,2,NA,NA,Yes,1,Not interested at all,1,"Supporting mental health in school environments, Enhancing academic achievement and learning outcomes, Conducting psychological assessments and evaluations",1,1,0,1,0,0,NA,NA,No,0,I have moderate knowledge,3,Rarely,1,NA,NA,5,5,2,1,2,4,2,1,2,1,2,1,3,2,2,3,1,1,1,1,3,1,1,1,1,3,4,4,6,6,5,6,6,5,1,4,6,5,2,4,6,1,3,2,1,2,2,2,1,1,1,1,5,55
55M,0,mid,2,03/24/2005,19.99,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Sophmore,2,Mechanical Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,2,2,4,2,1,2,2,1,2,3,1,3,3,1,2,1,1,1,1,4,4,1,5,3,4,6,2,2,5,6,2,1,4,6,5,1,4,6,4,3,4,4,3,2,4,2,1,2,2,4,55
55P,0,post,3,03/24/2005,19.99,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Sophmore,2,Mechanical Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,3,1,5,5,3,4,3,3,3,3,3,4,3,2,3,1,1,1,2,4,2,1,3,3,4,7,5,3,6,6,2,2,4,7,5,3,6,6,4,3,4,4,4,2,5,3,2,2,3,2,55
56,1,pre,1,03/07/2007,18.04,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Computer Science,3,I have heard of it but know very little,2,NA,NA,No,0,Not interested at all,1,"Enhancing academic achievement and learning outcomes, Developing and implementing intervention programs",0,1,1,0,0,0,NA,NA,No,0,I have limited knowledge,2,Ocassionally,2,NA,NA,5,6,3,3,2,3,1,1,3,2,1,3,3,4,1,2,1,1,1,1,2,1,1,1,1,2,2,4,7,3,2,6,1,6,2,6,7,7,6,5,7,1,2,2,2,4,2,3,2,2,3,3,2,56
56M,1,mid,2,03/07/2007,18.04,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Computer Science,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,7,3,3,5,1,2,5,1,1,5,1,3,4,1,1,1,1,4,1,2,1,1,3,5,6,7,2,4,7,7,2,3,7,7,7,7,7,7,3,2,3,5,3,3,2,4,3,2,2,NA,56
56P,1,post,3,03/07/2007,18.04,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Computer Science,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,5,5,3,4,5,3,4,5,5,5,5,2,1,1,1,1,1,2,3,1,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,4,3,3,2,5,4,3,3,4,5,4,5,56
57,1,pre,1,05/22/2006,18.83,Male,1,"Yes, Mexican, Mexican American, Chicano",3,1,White,1,0,0,0,0,0,Freshmen,1,Undecided,7,I have never heard of it,1,NA,NA,No,0,Not interested at all,1,"Supporting mental health in school environments, Enhancing academic achievement and learning outcomes, Developing and implementing intervention programs",1,1,1,0,0,0,NA,NA,No,0,I am not familiar at all,1,Ocassionally,2,NA,NA,5,4,3,5,2,2,2,2,2,2,3,3,3,2,3,3,3,1,3,1,3,2,3,3,1,4,2,3,6,4,2,4,5,3,2,4,6,2,1,3,6,3,4,4,4,3,2,4,4,3,3,1,4,57
57M,1,mid,2,05/22/2006,18.83,Male,1,"Yes, Mexican, Mexican American, Chicano",3,1,White,1,0,0,0,0,0,Freshmen,1,Undecided,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,1,4,5,2,5,3,2,1,2,1,1,5,2,3,4,2,5,1,5,4,5,4,3,3,6,3,2,5,7,4,2,5,6,2,1,3,6,4,3,4,2,1,1,1,2,2,2,2,2,57
579,1,post,3,05/22/2006,18.83,Male,1,"Yes, Mexican, Mexican American, Chicano",3,1,White,1,0,0,0,0,0,Freshmen,1,Undecided,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,5,1,1,1,1,2,2,2,1,1,1,2,1,4,5,4,3,4,5,4,4,4,5,2,4,6,2,3,5,6,3,3,5,7,2,2,5,6,3,2,3,2,2,2,2,2,2,2,2,2,57
58,0,pre,1,(07/25/2006),18.66,Gender-Fluid & Non-Binary (They/She),3,"No, not of Hispanic, Latino, or Spanish origin",0,0,"Asian, Native Hawaiian or Other Pacific Islander",0,0,1,0,1,1,Freshmen,1,Biological & Agricultural Engineering,3,I know some general information,3,NA,NA,Yes,1,Not interested at all,1,"Working with children and adolescents, Supporting mental health in school environments, Developing and implementing intervention programs",1,0,1,0,1,0,NA,NA,No,0,I have moderate knowledge,3,Ocassionally,2,NA,NA,4,4,4,6,5,3,4,2,3,1,2,3,3,3,3,4,4,1,3,1,3,2,4,4,2,2,5,6,7,1,4,6,6,2,3,6,7,2,3,6,7,1,2,2,1,2,2,2,1,1,1,1,1,58
58M,0,mid,2,(07/25/2006),18.66,Gender-Fluid & Non-Binary (They/She),3,"No, not of Hispanic, Latino, or Spanish origin",0,0,"Asian, Native Hawaiian or Other Pacific Islander",0,0,1,0,1,1,Freshmen,1,Biological & Agricultural Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
58P,0,post,3,(07/25/2006),18.66,Gender-Fluid & Non-Binary (They/She),3,"No, not of Hispanic, Latino, or Spanish origin",0,0,"Asian, Native Hawaiian or Other Pacific Islander",0,0,1,0,1,1,Freshmen,1,Biological & Agricultural Engineering,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
59,0,pre,1,09/04/2005,19.54,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Business Finance,6,I know some general information,3,NA,NA,Yes,1,Not interested at all,1,"Supporting mental health in school environments, Enhancing academic achievement and learning outcomes, Developing and implementing intervention programs, Conducting psychological assessments and evaluations",1,1,1,1,0,0,NA,NA,No,0,I have moderate knowledge,3,Very Often,4,NA,NA,6,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,1,1,1,2,3,1,2,1,1,7,7,7,7,5,7,7,7,5,7,7,7,7,4,7,7,4,4,4,1,5,4,5,2,2,5,2,4,59
59M,0,mid,2,09/04/2005,19.54,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Business Finance,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,6,5,5,5,5,5,2,5,5,4,5,4,1,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,5,4,5,4,5,4,5,4,4,5,59
59P,0,post,3,09/04/2005,19.54,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Business Finance,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,5,4,5,5,5,4,5,5,3,5,5,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,3,5,5,4,5,4,5,3,4,5,3,3,59
60,1,pre,1,09/12/2002,22.52,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Senior,4,biochemistry,3,I have never heard of it,1,NA,NA,No,0,Not interested at all,1,Supporting mental health in school environments,1,0,0,0,0,0,NA,NA,No,0,I have moderate knowledge,3,Ocassionally,2,NA,NA,4,3,5,3,5,3,3,3,3,3,3,4,5,4,3,4,4,2,3,4,4,3,3,3,3,4,5,4,5,4,6,3,5,5,7,7,5,6,6,5,5,4,4,5,3,5,4,5,2,2,5,3,4,60
60M,1,mid,2,09/12/2002,22.52,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Senior,4,biochemistry,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,4,4,4,3,4,4,5,4,5,4,3,5,4,4,5,2,3,4,5,5,4,6,7,3,4,5,4,5,6,5,7,5,4,5,6,5,5,3,4,4,1,3,5,2,2,3,5,2,3,60
60P,1,post,3,09/12/2002,22.52,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Senior,4,biochemistry,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,4,3,3,3,3,4,4,5,2,4,2,3,4,2,3,3,2,3,3,5,3,4,2,5,4,4,4,7,5,4,3,5,4,5,4,4,5,6,4,3,3,3,4,4,3,4,2,5,1,2,60
61,1,pre,1,01/29/2004,21.14,Female,2,"Yes, Puerto Rican",1,1,White,1,0,0,0,0,0,Junior,3,Elementary and Special Education,2,I know some general information,3,NA,NA,No,0,Slightly interested,2,"Working with children and adolescents, Supporting mental health in school environments, Enhancing academic achievement and learning outcomes, Developing and implementing intervention programs",1,1,1,0,1,0,NA,NA,No,0,I have moderate knowledge,3,Often,3,NA,NA,7,6,6,6,7,2,2,1,4,4,4,2,4,4,3,4,2,1,1,1,2,1,4,4,1,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,3,2,3,2,3,2,3,3,2,3,61
61M,1,mid,2,01/29/2004,21.14,Female,2,"Yes, Puerto Rican",1,1,White,1,0,0,0,0,0,Junior,3,Elementary and Special Education,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,6,7,4,4,3,3,4,3,3,3,3,3,2,1,1,2,1,1,1,2,2,1,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,2,5,3,4,3,3,4,4,3,3,3,4,61
61P,1,post,3,01/29/2004,21.14,Female,2,"Yes, Puerto Rican",1,1,White,1,0,0,0,0,0,Junior,3,Elementary and Special Education,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,4,5,3,5,4,4,3,4,4,5,4,1,1,2,1,1,1,2,3,1,7,7,6,7,7,7,6,6,7,7,7,7,7,7,6,7,3,3,4,3,4,3,4,4,3,2,3,4,61
62,1,pre,1,11/16/2005,19.34,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Exploratory Studies/Undecided,7,I have heard of it but know very little,2,NA,NA,No,0,Not interested at all,1,"Supporting mental health in school environments, Conducting psychological assessments and evaluations",1,0,0,1,0,0,NA,NA,No,0,I have moderate knowledge,3,Ocassionally,2,NA,NA,7,6,6,6,5,4,5,4,4,5,4,5,5,4,5,1,1,3,1,1,2,2,3,1,1,6,6,7,7,6,5,7,7,6,7,7,6,6,6,6,7,2,3,3,1,2,3,3,1,2,4,1,1,62
62M,1,mid,2,11/16/2005,19.34,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Exploratory Studies/Undecided,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,7,5,5,5,4,4,5,4,4,5,4,4,4,2,1,1,1,2,2,4,2,2,7,6,7,7,6,6,7,7,7,6,7,7,6,5,7,7,4,3,4,5,5,4,4,4,4,3,3,4,62
62P,1,post,3,11/16/2005,19.34,Male,1,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Freshmen,1,Exploratory Studies/Undecided,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,7,5,4,4,4,4,4,4,1,5,4,4,5,3,2,1,1,3,1,3,1,1,6,6,7,7,7,6,7,7,7,5,7,7,7,6,7,7,3,3,5,5,4,3,4,5,5,4,4,3,62
63,1,pre,1,04/17/2004,20.93,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,Education,2,I know some general information,3,NA,NA,Yes,1,Not interested at all,1,"Working with children and adolescents, Supporting mental health in school environments",1,0,0,0,1,0,NA,NA,No,0,I have moderate knowledge,3,Rarely,1,NA,NA,2,3,6,2,4,2,2,2,3,2,2,2,3,3,2,5,5,4,5,2,2,4,5,4,5,6,4,4,6,4,4,5,7,5,6,5,6,4,6,5,5,3,4,3,2,5,3,4,2,2,3,2,4,63
63M,1,mid,2,04/17/2004,20.93,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,Education,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,3,4,3,3,4,2,3,2,3,3,1,1,2,4,3,3,1,2,3,2,1,1,5,4,4,6,5,3,5,6,6,3,5,5,5,3,3,5,4,2,1,1,1,2,2,1,1,2,2,2,63
63P,1,post,3,04/17/2004,20.93,Female,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,White,1,0,0,0,0,0,Junior,3,Education,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,3,4,5,3,4,3,3,3,3,3,4,3,2,2,2,2,2,4,3,4,2,5,5,5,5,5,4,4,7,6,2,2,6,6,3,3,6,1,2,5,1,2,4,2,1,1,5,1,1,63
64,0,pre,1,06/24/2005,19.74,Female,2,"Yes, another Hispanic, Latino, or Spanish origin (please specify):",4,1,Other,0,0,0,0,0,1,Junior,3,Animal Science,7,I know some general information,3,NA,NA,No,0,Not interested at all,1,"Working with children and adolescents, Supporting mental health in school environments and I will need it dummy coded for these columns, Appeal_MentalHealth Appeal_Academics Appeal_Intervention Appeal_Assessment Appeal_Other",1,0,0,0,1,0,NA,NA,No,0,I have moderate knowledge,3,Ocassionally,2,NA,NA,6,6,7,6,3,4,4,3,4,2,3,3,4,4,4,2,1,1,1,1,1,1,1,1,1,6,7,5,7,6,7,7,7,6,6,5,7,6,6,7,6,1,3,4,2,5,2,3,1,2,5,2,1,64
64M,0,mid,2,06/24/2005,19.74,Female,2,"Yes, another Hispanic, Latino, or Spanish origin (please specify):",4,1,Other,0,0,0,0,0,1,Junior,3,Animal Science,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,7,7,6,4,3,3,3,3,3,4,4,4,4,2,1,3,1,1,1,5,2,2,1,6,7,6,7,6,6,6,7,6,6,6,7,7,6,6,7,4,3,4,5,5,4,4,3,4,2,2,4,64
64P,0,post,3,06/24/2005,19.74,Female,2,"Yes, another Hispanic, Latino, or Spanish origin (please specify):",4,1,Other,0,0,0,0,0,1,Junior,3,Animal Science,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,6,6,3,2,3,1,1,1,3,4,1,3,4,2,3,1,1,2,1,1,1,1,6,7,6,7,6,6,6,6,6,6,6,7,7,7,6,6,3,3,4,5,3,3,4,3,4,2,2,3,64
65,0,pre,1,04/07/2007,17.96,Male,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Statistics,3,I have heard of it but know very little,2,NA,NA,No,0,Not interested at all,1,Conducting psychological assessments and evaluations,0,0,0,1,0,0,NA,NA,No,0,I have limited knowledge,2,Never,0,NA,NA,4,5,4,5,2,3,2,3,2,1,3,3,4,3,3,1,2,4,2,1,3,4,4,1,1,5,4,1,5,5,4,4,4,5,5,4,5,5,5,4,5,4,3,2,2,3,2,2,2,4,1,4,5,65
65M,0,mid,2,04/07/2007,17.96,Male,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Statistics,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,4,4,4,3,4,4,2,3,4,3,3,2,1,1,1,1,1,1,3,4,1,5,5,5,6,6,5,6,6,6,5,5,6,6,6,5,6,3,4,3,2,3,4,4,1,3,3,3,4,65
65P,0,post,3,04/07/2007,17.96,Male,2,"No, not of Hispanic, Latino, or Spanish origin",0,0,Asian,0,0,1,0,0,0,Freshmen,1,Statistics,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,1,3,2,3,3,2,1,4,3,2,1,3,1,4,3,1,2,1,2,1,1,6,6,4,6,6,6,6,6,6,5,6,6,6,6,6,5,3,3,2,3,2,3,3,4,3,3,4,5,65
